,competitionId,eventId,roundTypeId,pos,best,average,personName,personId,personCountryId,formatId,value1,value2,value3,value4,value5,regionalSingleRecord,regionalAverageRecord
122370,AustralianNationals2010,444,f,1,4009,4600,Feliks Zemdegs,2009ZEMD01,Australia,a,4456,4009,4611,4734,-1,,
122374,AustralianNationals2010,555,f,1,6752,7067,Feliks Zemdegs,2009ZEMD01,Australia,a,7130,7234,6752,7015,7055,,
122382,AustralianNationals2010,pyram,f,1,559,591,Feliks Zemdegs,2009ZEMD01,Australia,a,559,571,583,619,711,,
122391,AustralianNationals2010,sq1,f,2,1944,2339,Feliks Zemdegs,2009ZEMD01,Australia,a,1944,2459,3366,2059,2500,,
122394,AustralianNationals2010,222,f,1,184,256,Feliks Zemdegs,2009ZEMD01,Australia,a,184,322,253,234,281,,OcR
122402,AustralianNationals2010,333oh,f,1,1566,1877,Feliks Zemdegs,2009ZEMD01,Australia,a,1956,1946,1566,1968,1728,,
122410,AustralianNationals2010,333,f,1,759,916,Feliks Zemdegs,2009ZEMD01,Australia,a,969,1144,859,919,759,,
122418,AustralianNationals2010,333mbf,f,1,970036700,0,Feliks Zemdegs,2009ZEMD01,Australia,1,970036700,0,0,0,0,OcR,
131162,AsianChampionship2010,333mbf,f,5,970281102,0,Feliks Zemdegs,2009ZEMD01,Australia,1,970281102,0,0,0,0,,
131176,AsianChampionship2010,222,1,3,269,391,Feliks Zemdegs,2009ZEMD01,Australia,a,381,455,338,593,269,,
131272,AsianChampionship2010,333fm,f,1,32,0,Feliks Zemdegs,2009ZEMD01,Australia,1,32,0,0,0,0,OcR,
131310,AsianChampionship2010,333,1,1,853,915,Feliks Zemdegs,2009ZEMD01,Australia,a,944,878,984,922,853,,
131427,AsianChampionship2010,333oh,1,1,1409,1570,Feliks Zemdegs,2009ZEMD01,Australia,a,1578,1409,1552,1784,1580,,
131501,AsianChampionship2010,444,1,1,3472,4366,Feliks Zemdegs,2009ZEMD01,Australia,a,3472,3868,4603,5222,4627,WR,
131571,AsianChampionship2010,444bf,f,4,-1,0,Feliks Zemdegs,2009ZEMD01,Australia,2,-1,-1,0,0,0,,
131597,AsianChampionship2010,magic,f,14,158,209,Feliks Zemdegs,2009ZEMD01,Australia,a,222,221,531,183,158,,
131661,AsianChampionship2010,pyram,c,1,483,606,Feliks Zemdegs,2009ZEMD01,Australia,a,483,581,691,546,693,,
131699,AsianChampionship2010,sq1,c,1,1827,2303,Feliks Zemdegs,2009ZEMD01,Australia,a,2177,3233,2327,1827,2405,,
131721,AsianChampionship2010,555,1,1,6338,7228,Feliks Zemdegs,2009ZEMD01,Australia,a,7336,6338,7208,7141,7477,,
131755,AsianChampionship2010,222,f,1,113,235,Feliks Zemdegs,2009ZEMD01,Australia,a,113,183,313,209,366,OcR,WR
131769,AsianChampionship2010,333,2,1,808,949,Feliks Zemdegs,2009ZEMD01,Australia,a,1134,1013,981,853,808,,
131829,AsianChampionship2010,333,f,1,925,943,Feliks Zemdegs,2009ZEMD01,Australia,a,1322,925,958,927,944,,
131845,AsianChampionship2010,444,f,1,3441,4171,Feliks Zemdegs,2009ZEMD01,Australia,a,4343,5334,4297,3441,3872,WR,OcR
131860,AsianChampionship2010,555,f,1,6652,7500,Feliks Zemdegs,2009ZEMD01,Australia,a,7113,8675,7044,6652,8343,,
131875,AsianChampionship2010,333oh,f,1,1246,1597,Feliks Zemdegs,2009ZEMD01,Australia,a,1405,1950,1436,1246,2002,OcR,
131897,AsianChampionship2010,333bf,1,4,7306,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,7306,8343,-1,0,0,,
131934,AsianChampionship2010,333bf,f,11,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
131935,AsianChampionship2010,666,c,1,15619,16658,Feliks Zemdegs,2009ZEMD01,Australia,m,15619,18288,16068,0,0,,
131950,AsianChampionship2010,777,c,1,23753,24535,Feliks Zemdegs,2009ZEMD01,Australia,m,23861,23753,25990,0,0,OcR,OcR
131975,AsianChampionship2010,clock,c,7,1002,-1,Feliks Zemdegs,2009ZEMD01,Australia,a,-1,1418,1002,2000,-1,OcR,
131987,AsianChampionship2010,minx,c,1,5690,7374,Feliks Zemdegs,2009ZEMD01,Australia,a,7280,7221,7622,5690,7653,OcR,OcR
137855,MelbourneCubeDay2010,333mbf,f,1,960258102,0,Feliks Zemdegs,2009ZEMD01,Australia,1,960258102,0,0,0,0,OcR,
137859,MelbourneCubeDay2010,666,c,1,13991,14978,Feliks Zemdegs,2009ZEMD01,Australia,m,16786,13991,14156,0,0,OcR,OcR
137866,MelbourneCubeDay2010,777,c,1,23647,24761,Feliks Zemdegs,2009ZEMD01,Australia,m,25516,23647,25121,0,0,OcR,
137872,MelbourneCubeDay2010,222,1,1,175,212,Feliks Zemdegs,2009ZEMD01,Australia,a,238,177,175,221,246,,WR
137893,MelbourneCubeDay2010,333,1,1,703,907,Feliks Zemdegs,2009ZEMD01,Australia,a,1036,843,880,703,997,WR,
137922,MelbourneCubeDay2010,444,d,1,3663,3973,Feliks Zemdegs,2009ZEMD01,Australia,a,4600,3663,4143,3919,3858,,WR
137939,MelbourneCubeDay2010,333oh,d,1,1318,1672,Feliks Zemdegs,2009ZEMD01,Australia,a,1318,1565,1475,-1,1975,,
137955,MelbourneCubeDay2010,333bf,f,1,7681,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,7681,-1,0,0,,
137962,MelbourneCubeDay2010,333,2,1,709,791,Feliks Zemdegs,2009ZEMD01,Australia,a,1178,740,763,869,709,,WR
137978,MelbourneCubeDay2010,555,c,1,6616,7290,Feliks Zemdegs,2009ZEMD01,Australia,a,7218,7877,7644,7008,6616,,
137990,MelbourneCubeDay2010,222,f,1,277,334,Feliks Zemdegs,2009ZEMD01,Australia,a,277,380,308,346,347,,
137998,MelbourneCubeDay2010,444,f,1,3197,3580,Feliks Zemdegs,2009ZEMD01,Australia,a,3853,3597,3450,3693,3197,WR,WR
138006,MelbourneCubeDay2010,333oh,f,1,1272,1527,Feliks Zemdegs,2009ZEMD01,Australia,a,1571,1731,1446,1272,1565,,
138014,MelbourneCubeDay2010,333,f,1,677,888,Feliks Zemdegs,2009ZEMD01,Australia,a,778,-1,1127,677,758,WR,
138022,MelbourneCubeDay2010,333fm,f,1,32,0,Feliks Zemdegs,2009ZEMD01,Australia,1,32,0,0,0,0,OcR,
149547,MelbourneSummer2011,555bf,f,2,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
149548,MelbourneSummer2011,pyram,1,1,490,673,Feliks Zemdegs,2009ZEMD01,Australia,a,640,859,490,608,772,,
149572,MelbourneSummer2011,sq1,d,1,1509,2104,Feliks Zemdegs,2009ZEMD01,Australia,a,2393,4722,2325,1594,1509,,
149580,MelbourneSummer2011,555,d,1,6159,6931,Feliks Zemdegs,2009ZEMD01,Australia,a,6159,6268,7903,7518,7008,WR,
149593,MelbourneSummer2011,333oh,d,1,1558,1851,Feliks Zemdegs,2009ZEMD01,Australia,a,1558,1908,-1,1855,1791,,
149616,MelbourneSummer2011,333fm,f,1,34,0,Feliks Zemdegs,2009ZEMD01,Australia,1,34,0,0,0,0,,
149627,MelbourneSummer2011,333bf,1,3,10246,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,10246,-1,0,0,,
149638,MelbourneSummer2011,333,1,1,665,806,Feliks Zemdegs,2009ZEMD01,Australia,a,665,1138,768,755,896,WR,
149677,MelbourneSummer2011,666,c,1,12588,13564,Feliks Zemdegs,2009ZEMD01,Australia,m,12588,13900,14205,0,0,WR,WR
149684,MelbourneSummer2011,777,c,1,21855,24643,Feliks Zemdegs,2009ZEMD01,Australia,m,26618,25456,21855,0,0,OcR,
149689,MelbourneSummer2011,minx,c,1,5936,6895,Feliks Zemdegs,2009ZEMD01,Australia,a,6825,5936,8094,6033,7827,,OcR
149696,MelbourneSummer2011,magic,f,3,130,174,Feliks Zemdegs,2009ZEMD01,Australia,a,130,134,244,356,144,,
149715,MelbourneSummer2011,mmagic,f,7,618,702,Feliks Zemdegs,2009ZEMD01,Australia,a,706,703,1050,697,618,,
149716,MelbourneSummer2011,444bf,f,1,21780,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,30530,21780,-1,0,0,WR,
149721,MelbourneSummer2011,444,d,1,3461,3910,Feliks Zemdegs,2009ZEMD01,Australia,a,3836,4028,3461,3866,4638,,
149740,MelbourneSummer2011,333oh,2,1,1419,1572,Feliks Zemdegs,2009ZEMD01,Australia,a,1666,1488,1563,1905,1419,,
149756,MelbourneSummer2011,222,2,1,215,301,Feliks Zemdegs,2009ZEMD01,Australia,a,269,352,393,215,283,,
149779,MelbourneSummer2011,pyram,2,1,546,646,Feliks Zemdegs,2009ZEMD01,Australia,a,700,546,652,596,691,,
149795,MelbourneSummer2011,333,2,1,825,916,Feliks Zemdegs,2009ZEMD01,Australia,a,963,925,825,859,1156,,
149823,MelbourneSummer2011,clock,f,3,1306,1842,Feliks Zemdegs,2009ZEMD01,Australia,a,1306,2693,1433,1922,2172,,
149828,MelbourneSummer2011,333mbf,f,2,980334405,0,Feliks Zemdegs,2009ZEMD01,Australia,1,980334405,0,0,0,0,,
149832,MelbourneSummer2011,sq1,f,1,2115,2733,Feliks Zemdegs,2009ZEMD01,Australia,a,2903,2865,2430,2955,2115,,
149836,MelbourneSummer2011,555,f,1,6240,6701,Feliks Zemdegs,2009ZEMD01,Australia,a,8081,6668,6731,6240,6705,,WR
149842,MelbourneSummer2011,pyram,f,1,446,605,Feliks Zemdegs,2009ZEMD01,Australia,a,663,469,684,446,891,,
149850,MelbourneSummer2011,444,f,1,3786,4423,Feliks Zemdegs,2009ZEMD01,Australia,a,4728,3786,4902,4321,4221,,
149858,MelbourneSummer2011,222,f,1,200,272,Feliks Zemdegs,2009ZEMD01,Australia,a,300,200,225,-1,291,,
149869,MelbourneSummer2011,333bf,f,3,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
149871,MelbourneSummer2011,333oh,f,1,1127,1483,Feliks Zemdegs,2009ZEMD01,Australia,a,1127,1538,1658,1253,1663,OcR,
149879,MelbourneSummer2011,333,f,1,731,787,Feliks Zemdegs,2009ZEMD01,Australia,a,856,731,822,731,809,,WR
149895,MelbourneSummer2011,222,1,1,197,257,Feliks Zemdegs,2009ZEMD01,Australia,a,259,197,250,600,263,,
169892,KubarooOpen2011,222,1,1,222,299,Feliks Zemdegs,2009ZEMD01,Australia,a,315,236,541,346,222,,
169917,KubarooOpen2011,333,1,1,665,820,Feliks Zemdegs,2009ZEMD01,Australia,a,756,921,665,784,928,WR,
169950,KubarooOpen2011,444,d,1,3105,3961,Feliks Zemdegs,2009ZEMD01,Australia,a,4355,-1,3438,3105,4091,WR,
169965,KubarooOpen2011,333oh,d,1,1116,1661,Feliks Zemdegs,2009ZEMD01,Australia,a,1746,1116,1647,1590,2963,WR,
169982,KubarooOpen2011,pyram,1,1,530,615,Feliks Zemdegs,2009ZEMD01,Australia,a,530,733,802,572,540,,
170005,KubarooOpen2011,333bf,f,5,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
170011,KubarooOpen2011,222,f,1,206,276,Feliks Zemdegs,2009ZEMD01,Australia,a,272,361,206,300,256,,
170019,KubarooOpen2011,pyram,f,1,478,589,Feliks Zemdegs,2009ZEMD01,Australia,a,478,709,565,590,611,,
170027,KubarooOpen2011,333oh,f,1,1377,1441,Feliks Zemdegs,2009ZEMD01,Australia,a,1415,1430,1477,1731,1377,,WR
170034,KubarooOpen2011,444,f,1,3338,3666,Feliks Zemdegs,2009ZEMD01,Australia,a,3628,3530,3338,3840,3986,,
170042,KubarooOpen2011,333,f,1,624,807,Feliks Zemdegs,2009ZEMD01,Australia,a,624,766,881,775,1068,WR,
178336,MelbourneWinterOpen2011,222,1,1,152,261,Feliks Zemdegs,2009ZEMD01,Australia,a,230,152,363,236,318,,
178367,MelbourneWinterOpen2011,333,1,1,618,860,Feliks Zemdegs,2009ZEMD01,Australia,a,688,991,618,961,931,WR,
178406,MelbourneWinterOpen2011,333oh,d,1,1283,1476,Feliks Zemdegs,2009ZEMD01,Australia,a,1452,1461,1283,1516,1565,,
178424,MelbourneWinterOpen2011,555,c,1,6566,7449,Feliks Zemdegs,2009ZEMD01,Australia,a,7622,6866,8708,7859,6566,,
178437,MelbourneWinterOpen2011,333,2,1,763,850,Feliks Zemdegs,2009ZEMD01,Australia,a,763,768,1130,936,846,,
178457,MelbourneWinterOpen2011,magic,f,5,146,228,Feliks Zemdegs,2009ZEMD01,Australia,a,178,318,188,146,-1,,
178476,MelbourneWinterOpen2011,mmagic,f,7,600,735,Feliks Zemdegs,2009ZEMD01,Australia,a,600,688,619,899,2343,,
178479,MelbourneWinterOpen2011,666,c,1,13168,14077,Feliks Zemdegs,2009ZEMD01,Australia,m,14968,13168,14096,0,0,,
178484,MelbourneWinterOpen2011,333bf,f,1,4813,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,4813,-1,-1,0,0,,
178491,MelbourneWinterOpen2011,pyram,f,1,405,519,Feliks Zemdegs,2009ZEMD01,Australia,a,502,513,541,903,405,,OcR
178499,MelbourneWinterOpen2011,444,f,1,3088,3589,Feliks Zemdegs,2009ZEMD01,Australia,a,3652,3616,3500,3961,3088,WR,
178503,MelbourneWinterOpen2011,222,2,1,259,423,Feliks Zemdegs,2009ZEMD01,Australia,a,522,555,415,259,333,,
178511,MelbourneWinterOpen2011,333oh,f,1,1165,1593,Feliks Zemdegs,2009ZEMD01,Australia,a,1856,1409,1740,1165,1631,,
178519,MelbourneWinterOpen2011,333,f,1,566,764,Feliks Zemdegs,2009ZEMD01,Australia,a,703,811,836,566,778,WR,WR
178527,MelbourneWinterOpen2011,222,f,1,125,276,Feliks Zemdegs,2009ZEMD01,Australia,a,222,244,377,361,125,,
178531,MelbourneWinterOpen2011,444,d,1,3671,4196,Feliks Zemdegs,2009ZEMD01,Australia,a,4221,4280,4086,3671,8383,,
178550,MelbourneWinterOpen2011,pyram,d,1,503,573,Feliks Zemdegs,2009ZEMD01,Australia,a,561,527,503,859,631,,
194821,AustralianNationals2011,333,f,1,730,827,Feliks Zemdegs,2009ZEMD01,Australia,a,828,730,808,971,844,,
194836,AustralianNationals2011,222,f,1,188,263,Feliks Zemdegs,2009ZEMD01,Australia,a,236,188,266,288,321,,
194844,AustralianNationals2011,333oh,f,1,1290,1532,Feliks Zemdegs,2009ZEMD01,Australia,a,1475,1340,1850,1290,1781,,
194852,AustralianNationals2011,444,f,1,3483,3713,Feliks Zemdegs,2009ZEMD01,Australia,a,4331,3483,3491,3955,3693,,
194859,AustralianNationals2011,sq1,f,2,1634,2655,Feliks Zemdegs,2009ZEMD01,Australia,a,3777,2016,2794,3156,1634,,
194862,AustralianNationals2011,pyram,f,1,663,716,Feliks Zemdegs,2009ZEMD01,Australia,a,663,697,755,697,918,,
194870,AustralianNationals2011,555,f,1,6027,7667,Feliks Zemdegs,2009ZEMD01,Australia,a,6027,8941,9005,7075,6984,WR,
194878,AustralianNationals2011,333bf,f,3,9658,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,9658,0,0,,
194880,AustralianNationals2011,minx,c,1,6258,6604,Feliks Zemdegs,2009ZEMD01,Australia,a,6286,-1,6547,6980,6258,,OcR
194887,AustralianNationals2011,777,c,1,22015,23847,Feliks Zemdegs,2009ZEMD01,Australia,m,24333,25193,22015,0,0,,OcR
194893,AustralianNationals2011,666,c,1,11696,13621,Feliks Zemdegs,2009ZEMD01,Australia,m,14908,11696,14258,0,0,WR,
194901,AustralianNationals2011,444,2,1,3494,3980,Feliks Zemdegs,2009ZEMD01,Australia,a,4150,4366,4083,3708,3494,,
194909,AustralianNationals2011,333oh,2,1,1550,1748,Feliks Zemdegs,2009ZEMD01,Australia,a,2077,1666,1550,1927,1650,,
194922,AustralianNationals2011,333,2,1,665,841,Feliks Zemdegs,2009ZEMD01,Australia,a,834,765,665,946,925,,
194942,AustralianNationals2011,222,2,1,158,230,Feliks Zemdegs,2009ZEMD01,Australia,a,158,215,177,297,390,,
194958,AustralianNationals2011,333mbf,f,3,960219902,0,Feliks Zemdegs,2009ZEMD01,Australia,3,960219902,-2,-2,0,0,,
194965,AustralianNationals2011,333bf,1,3,6438,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,6438,-1,-1,0,0,,
194976,AustralianNationals2011,pyram,d,1,381,595,Feliks Zemdegs,2009ZEMD01,Australia,a,615,947,480,691,381,,
194997,AustralianNationals2011,sq1,d,1,2022,2154,Feliks Zemdegs,2009ZEMD01,Australia,a,3453,2169,2022,2196,2096,,
195005,AustralianNationals2011,555,d,1,6234,6420,Feliks Zemdegs,2009ZEMD01,Australia,a,6234,6418,6608,7036,6234,,WR
195023,AustralianNationals2011,444,d,1,3028,3678,Feliks Zemdegs,2009ZEMD01,Australia,a,5578,3815,4116,3028,3102,WR,
195046,AustralianNationals2011,444bf,f,2,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
195055,AustralianNationals2011,mmagic,f,8,552,710,Feliks Zemdegs,2009ZEMD01,Australia,a,1009,563,552,803,765,,
195060,AustralianNationals2011,magic,f,2,131,139,Feliks Zemdegs,2009ZEMD01,Australia,a,136,131,144,136,177,,
195075,AustralianNationals2011,clock,f,1,881,1180,Feliks Zemdegs,2009ZEMD01,Australia,a,881,1086,1244,1211,1258,OcR,OcR
195079,AustralianNationals2011,333oh,d,1,1259,1422,Feliks Zemdegs,2009ZEMD01,Australia,a,1678,1328,1580,1259,1359,,OcR
195099,AustralianNationals2011,333,1,1,777,839,Feliks Zemdegs,2009ZEMD01,Australia,a,858,790,1044,868,777,,
195135,AustralianNationals2011,222,d,2,203,306,Feliks Zemdegs,2009ZEMD01,Australia,a,528,263,203,394,261,,
195160,AustralianNationals2011,555bf,f,1,114200,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,114200,-2,-2,0,0,,
205892,WC2011,333,1,1,747,804,Feliks Zemdegs,2009ZEMD01,Australia,a,861,786,766,971,747,,
206167,WC2011,333,2,1,744,841,Feliks Zemdegs,2009ZEMD01,Australia,a,780,849,744,894,1093,,
206294,WC2011,333,3,1,721,778,Feliks Zemdegs,2009ZEMD01,Australia,a,781,813,846,721,741,,
206344,WC2011,333,f,3,913,958,Feliks Zemdegs,2009ZEMD01,Australia,a,921,946,1155,1006,913,,
206354,WC2011,444,1,1,3291,3714,Feliks Zemdegs,2009ZEMD01,Australia,a,4038,4171,3522,3583,3291,,
206504,WC2011,444,2,1,3159,3533,Feliks Zemdegs,2009ZEMD01,Australia,a,3381,3390,3159,3903,3828,,WR
206550,WC2011,444,f,1,3328,3522,Feliks Zemdegs,2009ZEMD01,Australia,a,3333,3871,3328,3363,3933,,WR
206566,WC2011,555,1,1,5927,6468,Feliks Zemdegs,2009ZEMD01,Australia,a,6638,6247,6518,6759,5927,WR,
206667,WC2011,555,2,1,5953,6408,Feliks Zemdegs,2009ZEMD01,Australia,a,5953,6225,6540,6458,8100,,WR
206714,WC2011,555,f,1,5622,5994,Feliks Zemdegs,2009ZEMD01,Australia,a,5959,5841,6181,6540,5622,WR,WR
206736,WC2011,222,1,7,169,345,Feliks Zemdegs,2009ZEMD01,Australia,a,411,472,330,169,293,,
206918,WC2011,222,f,1,191,271,Feliks Zemdegs,2009ZEMD01,Australia,a,272,281,191,259,446,,
206941,WC2011,333bf,1,8,6603,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6603,7396,0,0,,
207025,WC2011,333bf,f,16,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
207027,WC2011,333oh,1,2,1247,1459,Feliks Zemdegs,2009ZEMD01,Australia,a,1247,1475,1355,1843,1546,,
207173,WC2011,333oh,2,6,1350,1660,Feliks Zemdegs,2009ZEMD01,Australia,a,1709,1972,1638,1350,1634,,
207220,WC2011,333oh,f,6,1431,1684,Feliks Zemdegs,2009ZEMD01,Australia,a,1431,1513,1781,-1,1758,,
207238,WC2011,333fm,f,6,33,0,Feliks Zemdegs,2009ZEMD01,Australia,1,33,0,0,0,0,,
207348,WC2011,minx,d,9,6800,7270,Feliks Zemdegs,2009ZEMD01,Australia,a,6993,10261,6800,6947,7869,,
207388,WC2011,minx,f,5,6111,6607,Feliks Zemdegs,2009ZEMD01,Australia,a,10153,6433,6683,6705,6111,,
207408,WC2011,pyram,1,9,334,692,Feliks Zemdegs,2009ZEMD01,Australia,a,597,736,1225,334,744,OcR,
207531,WC2011,pyram,f,8,300,620,Feliks Zemdegs,2009ZEMD01,Australia,a,625,300,581,821,653,OcR,
207547,WC2011,sq1,1,8,2106,2474,Feliks Zemdegs,2009ZEMD01,Australia,a,2984,2403,2784,2234,2106,,
207582,WC2011,sq1,f,9,1461,2459,Feliks Zemdegs,2009ZEMD01,Australia,a,4528,2761,2059,1461,2558,,
207615,WC2011,clock,1,26,1243,1703,Feliks Zemdegs,2009ZEMD01,Australia,a,2769,1613,1259,2236,1243,,
207649,WC2011,666,1,1,13027,13386,Feliks Zemdegs,2009ZEMD01,Australia,m,13475,13027,13656,0,0,,OcR
207694,WC2011,666,f,1,12233,12929,Feliks Zemdegs,2009ZEMD01,Australia,m,13469,13084,12233,0,0,,OcR
207709,WC2011,777,1,4,23558,24500,Feliks Zemdegs,2009ZEMD01,Australia,m,23558,24605,25338,0,0,,
207743,WC2011,777,f,3,22747,23441,Feliks Zemdegs,2009ZEMD01,Australia,m,23327,22747,24250,0,0,,OcR
207855,WC2011,magic,1,103,138,415,Feliks Zemdegs,2009ZEMD01,Australia,a,1058,147,240,859,138,,
207957,WC2011,mmagic,1,71,619,674,Feliks Zemdegs,2009ZEMD01,Australia,a,686,619,672,663,715,,
208005,WC2011,333mbf,c,19,980210903,0,Feliks Zemdegs,2009ZEMD01,Australia,2,980210903,0,0,0,0,,
208031,WC2011,444bf,f,13,-1,0,Feliks Zemdegs,2009ZEMD01,Australia,2,-1,-1,0,0,0,,
208049,WC2011,555bf,f,6,-1,0,Feliks Zemdegs,2009ZEMD01,Australia,2,-1,-2,0,0,0,,
214788,MelbourneCubeDay2011,333mbf,f,2,960156001,0,Feliks Zemdegs,2009ZEMD01,Australia,2,960156001,-2,0,0,0,,
214797,MelbourneCubeDay2011,222,1,2,177,277,Feliks Zemdegs,2009ZEMD01,Australia,a,177,356,291,268,271,,
214828,MelbourneCubeDay2011,333,1,1,655,831,Feliks Zemdegs,2009ZEMD01,Australia,a,781,655,871,1163,841,,
214870,MelbourneCubeDay2011,333oh,d,1,1190,1411,Feliks Zemdegs,2009ZEMD01,Australia,a,1459,1440,1190,1334,-1,,OcR
214895,MelbourneCubeDay2011,333bf,1,3,9183,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,9183,-1,0,0,,
214905,MelbourneCubeDay2011,444,d,1,3684,3873,Feliks Zemdegs,2009ZEMD01,Australia,a,3828,4091,-1,3684,3700,,
214928,MelbourneCubeDay2011,555,d,1,5809,6184,Feliks Zemdegs,2009ZEMD01,Australia,a,6461,5809,6266,5836,6450,,
233937,MelbourneSummer2012,333,1,1,830,936,Feliks Zemdegs,2009ZEMD01,Australia,a,925,994,1197,830,890,,
233973,MelbourneSummer2012,333oh,d,1,1236,1411,Feliks Zemdegs,2009ZEMD01,Australia,a,1263,1443,1528,1536,1236,,OcR
233994,MelbourneSummer2012,444,d,1,3133,3482,Feliks Zemdegs,2009ZEMD01,Australia,a,3140,3133,4009,3902,3405,,WR
234013,MelbourneSummer2012,555,d,1,5665,5794,Feliks Zemdegs,2009ZEMD01,Australia,a,5711,6605,5665,5672,6000,,WR
234028,MelbourneSummer2012,333,2,1,653,877,Feliks Zemdegs,2009ZEMD01,Australia,a,1016,981,788,863,653,,
234060,MelbourneSummer2012,444,f,1,3643,3721,Feliks Zemdegs,2009ZEMD01,Australia,a,4180,3643,3646,3836,3681,,
234064,MelbourneSummer2012,555,f,1,5702,5954,Feliks Zemdegs,2009ZEMD01,Australia,a,5756,5702,6003,6480,6103,,
234068,MelbourneSummer2012,333oh,f,1,1209,1360,Feliks Zemdegs,2009ZEMD01,Australia,a,1306,1209,1468,1568,1306,,OcR
234076,MelbourneSummer2012,333,f,1,734,885,Feliks Zemdegs,2009ZEMD01,Australia,a,906,940,808,1241,734,,
283644,AustralianNationals2012,222,1,2,225,319,Feliks Zemdegs,2009ZEMD01,Australia,a,261,424,425,271,225,,
283672,AustralianNationals2012,444,d,1,2794,3591,Feliks Zemdegs,2009ZEMD01,Australia,a,4191,2794,3643,3350,3781,OcR,
283698,AustralianNationals2012,333,1,1,711,843,Feliks Zemdegs,2009ZEMD01,Australia,a,905,869,953,711,755,,
283768,AustralianNationals2012,555,d,1,5131,5764,Feliks Zemdegs,2009ZEMD01,Australia,a,5722,6181,5688,5131,5883,WR,WR
283789,AustralianNationals2012,pyram,1,4,388,671,Feliks Zemdegs,2009ZEMD01,Australia,a,388,778,681,555,1308,,
283807,AustralianNationals2012,333oh,d,1,1343,1380,Feliks Zemdegs,2009ZEMD01,Australia,a,1400,1378,1343,1363,1527,,
283828,AustralianNationals2012,333bf,1,2,6118,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,6118,0,0,,
283840,AustralianNationals2012,666,d,1,11881,12275,Feliks Zemdegs,2009ZEMD01,Australia,m,12203,11881,12740,0,0,,OcR
283851,AustralianNationals2012,777,c,1,20402,20504,Feliks Zemdegs,2009ZEMD01,Australia,m,20496,20402,20613,0,0,OcR,OcR
283863,AustralianNationals2012,sq1,f,3,2388,2787,Feliks Zemdegs,2009ZEMD01,Australia,a,2806,2388,2766,3118,2790,,
283874,AustralianNationals2012,333mbf,f,1,980150402,0,Feliks Zemdegs,2009ZEMD01,Australia,2,980150402,-2,0,0,0,,
283882,AustralianNationals2012,333,2,1,750,819,Feliks Zemdegs,2009ZEMD01,Australia,a,803,869,2083,750,784,,
283909,AustralianNationals2012,222,2,1,180,368,Feliks Zemdegs,2009ZEMD01,Australia,a,180,-1,233,459,413,,
283938,AustralianNationals2012,444,2,1,2781,3347,Feliks Zemdegs,2009ZEMD01,Australia,a,2781,3731,3463,3150,3427,OcR,OcR
283950,AustralianNationals2012,333oh,2,1,1175,1406,Feliks Zemdegs,2009ZEMD01,Australia,a,1175,1353,1438,1725,1427,,
283964,AustralianNationals2012,333fm,f,3,40,0,Feliks Zemdegs,2009ZEMD01,Australia,1,40,0,0,0,0,,
283976,AustralianNationals2012,333bf,f,2,4028,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,4028,5427,-1,0,0,,
283983,AustralianNationals2012,pyram,f,3,265,618,Feliks Zemdegs,2009ZEMD01,Australia,a,769,265,655,572,628,OcR,
283993,AustralianNationals2012,666,f,1,11491,12087,Feliks Zemdegs,2009ZEMD01,Australia,m,11491,12431,12338,0,0,OcR,OcR
283997,AustralianNationals2012,555,f,1,5109,5998,Feliks Zemdegs,2009ZEMD01,Australia,a,5853,5638,5109,6605,6503,WR,
284001,AustralianNationals2012,444,f,1,2675,3155,Feliks Zemdegs,2009ZEMD01,Australia,a,3253,2675,3421,3186,3025,WR,OcR
284007,AustralianNationals2012,222,f,1,88,263,Feliks Zemdegs,2009ZEMD01,Australia,a,213,356,358,88,221,OcR,
284013,AustralianNationals2012,333oh,f,1,1372,1399,Feliks Zemdegs,2009ZEMD01,Australia,a,1396,1372,1465,1413,1388,,
284019,AustralianNationals2012,333,f,1,678,753,Feliks Zemdegs,2009ZEMD01,Australia,a,756,678,716,1144,786,,WR
